Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date,State
0.9955646674570625,0.043743901673490876,0.9118352101972113,0.9213916962623502,1.0591926312666549,1.0012052941639595,1.0591926312666549,1.0591926312666549,1.066726392680423,2020-11-06,BA
1.1414370266345495,0.02971440662225696,1.0827216197225191,1.0917096678756892,1.1884096988098154,1.1415235325904607,1.1884096988098154,1.1884096988098154,1.1971351104231556,2020-11-07,BA
1.1083718710683284,0.025298673545500562,1.0599535597017018,1.066400827832384,1.149566128983139,1.108685606298327,1.149566128983139,1.149566128983139,1.1626684309977278,2020-11-08,BA
1.1300695463690775,0.03377646149406453,1.071325732295628,1.0786499832053529,1.192250912253845,1.1273937223785144,1.192250912253845,1.192250912253845,1.2014934810429436,2020-11-09,BA
1.2890519088491046,0.03953705095836748,1.2247090930752593,1.2325556761462915,1.3663113105086098,1.282455563978062,1.3663113105086098,1.3663113105086098,1.3798393068484789,2020-11-10,BA
1.3539809768549222,0.04842327630864336,1.261106504156086,1.2735375122064467,1.437372849031056,1.3503025728631552,1.437372849031056,1.437372849031056,1.4510260752126194,2020-11-11,BA
1.0934067959248783,0.04925074123205462,0.9991677627184463,1.0128163030123811,1.173809837276013,1.0889000874852017,1.173809837276013,1.173809837276013,1.1832541887461718,2020-11-12,BA
1.0571815878923638,0.03862549000895361,0.9999366131263469,1.0052427201328187,1.1271245005002315,1.048999234597184,1.1271245005002315,1.1271245005002315,1.1371089294214127,2020-11-13,BA
1.0224784945301089,0.022236427811050723,0.9843451101698378,0.9898495296189072,1.0615431778986426,1.0208426151939907,1.0615431778986426,1.0615431778986426,1.068758659574324,2020-11-14,BA
1.0764317530159595,0.01543950391472447,1.0440119573071192,1.0500476413895008,1.1007720541458648,1.0769541868624373,1.1007720541458648,1.1007720541458648,1.104873177348716,2020-11-15,BA
1.0512183990040287,0.01390152014465559,1.0239315204263404,1.0285559442053405,1.0740959447358582,1.0511802835676627,1.0740959447358582,1.0740959447358582,1.0785882133886744,2020-11-16,BA
0.9133883091429507,0.011487523107023773,0.8914859445334222,0.8947972627412549,0.9326243580095701,0.9131758561775433,0.9326243580095701,0.9326243580095701,0.936591150625721,2020-11-17,BA
0.9456278322603102,0.012757254907980927,0.9219911959506057,0.9256003681414532,0.9678406038256181,0.9452369584842568,0.9678406038256181,0.9678406038256181,0.9721751230167004,2020-11-18,BA
1.0767655943166468,0.017354909976116398,1.0448582435768037,1.049309349307832,1.106519474578478,1.0764232474248692,1.106519474578478,1.106519474578478,1.1110539862988738,2020-11-19,BA
1.0536523916186065,0.01250352160024577,1.0274080245253878,1.0318355271333115,1.0733115593632383,1.0542325609434555,1.0733115593632383,1.0733115593632383,1.0767610151101064,2020-11-20,BA
1.087785929178635,0.011615817574567757,1.0646243965327382,1.068432961395432,1.106929044934984,1.0878695705915016,1.106929044934984,1.106929044934984,1.1100800211154278,2020-11-21,BA
1.0448879867319394,0.014005272316615719,1.0171481952394137,1.021410699623767,1.0671773252666261,1.0451517250106992,1.0671773252666261,1.0671773252666261,1.0711007704176647,2020-11-22,BA
1.0988772830809053,0.015125458740685951,1.071128578298093,1.0751304724405855,1.1249706695552697,1.0982437339711417,1.1249706695552697,1.1249706695552697,1.1295347074924185,2020-11-23,BA
1.159836340979343,0.016078281861319533,1.1294363975159307,1.1340413918653631,1.1866957633661932,1.1596208721325376,1.1866957633661932,1.1866957633661932,1.1909785334479686,2020-11-24,BA
1.2312073313601188,0.022278354129854093,1.185581903351095,1.1935637587169645,1.2656733401523355,1.2315415855263554,1.2656733401523355,1.2656733401523355,1.2711041010391453,2020-11-25,BA
1.0710022488847677,0.027760279326096204,1.0141248265491896,1.024731938902197,1.1129880045543015,1.0710971711098236,1.1129880045543015,1.1129880045543015,1.1185658571280825,2020-11-26,BA
1.043999433137158,0.02434155560717006,1.0041247194497531,1.0081821304349257,1.0857903471356571,1.0412412170949839,1.0857903471356571,1.0857903471356571,1.0922969927175568,2020-11-27,BA
1.230155567936201,0.019064506083652486,1.1952892403701174,1.200311647084216,1.2621703491170564,1.2295179237962555,1.2621703491170564,1.2621703491170564,1.2677984129276292,2020-11-28,BA
1.3615756353075223,0.024088315573188263,1.3078711894436996,1.3195289634620337,1.3976017763378539,1.363037677190809,1.3976017763378539,1.3976017763378539,1.402401405020868,2020-11-29,BA
1.3205745115667769,0.043626489379816856,1.2230984989937272,1.2404315572263531,1.3799929846989127,1.3227258930457748,1.3799929846989127,1.3799929846989127,1.3852902955924438,2020-11-30,BA
1.3729663685143463,0.05786780596806847,1.2636906024628303,1.2815055995563236,1.4632899942375162,1.3677808608649358,1.4632899942375162,1.4632899942375162,1.47187882362987,2020-12-01,BA
1.2995596406903347,0.0598204475482422,1.1896747186332965,1.2089444200996122,1.3984936788992883,1.2928878767396879,1.3984936788992883,1.3984936788992883,1.4105275469358451,2020-12-02,BA
1.3402614010032383,0.05890994099016527,1.2397349703661114,1.2555349933793887,1.439299214172699,1.3324261233445256,1.439299214172699,1.439299214172699,1.4523219861185142,2020-12-03,BA
1.394861089335723,0.057474657765414154,1.2926603421330956,1.310390862863146,1.4867229055155338,1.3886866023425621,1.4867229055155338,1.4867229055155338,1.4993820281919694,2020-12-04,BA
1.196935505942599,0.05209608807004796,1.0981940155605499,1.1171060945641413,1.2771413644550547,1.19224816758069,1.2771413644550547,1.2771413644550547,1.2848075018584995,2020-12-05,BA
1.194610495692021,0.044348630832927116,1.1234747262563514,1.1293650018364145,1.2654971547076457,1.1917800106774066,1.2654971547076457,1.2654971547076457,1.2732581558599396,2020-12-06,BA
1.139716188836877,0.032399045617374354,1.0854984095558902,1.0909231374260993,1.1913449775057425,1.1406775212543119,1.1913449775057425,1.1913449775057425,1.1965458940700797,2020-12-07,BA
1.1097580331800965,0.02474528400571367,1.0660491028692143,1.0713667556257798,1.1487793831378745,1.1106325413305866,1.1487793831378745,1.1487793831378745,1.1544021753221232,2020-12-08,BA
1.1051814677150507,0.019763597371171063,1.0691124887354109,1.0736096776062145,1.1366654455346163,1.1057200867798127,1.1366654455346163,1.1366654455346163,1.1426852084100718,2020-12-09,BA
1.157938971048192,0.017801878669208387,1.125600763607551,1.1297577862496888,1.187364914291805,1.1577093814705581,1.187364914291805,1.187364914291805,1.1930625988510826,2020-12-10,BA
1.1220714580007554,0.017457883766519848,1.0886610513048443,1.0934234165827763,1.1497050107009203,1.1227787434273946,1.1497050107009203,1.1497050107009203,1.1549848577273476,2020-12-11,BA
1.1217243196984858,0.018294439863075725,1.0875593342442549,1.0917065052611825,1.1495710145633664,1.1229789027267556,1.1495710145633664,1.1495710145633664,1.1534634774528836,2020-12-12,BA
0.9657250450349453,0.015693005006504713,0.9373079147121373,0.9407806888678812,0.9901481241147905,0.9664502312386923,0.9901481241147905,0.9901481241147905,0.9937878844037956,2020-12-13,BA
0.9918238630397753,0.012739689374690681,0.966546178585787,0.9702825262716301,1.0116668696832443,0.9927058002397344,1.0116668696832443,1.0116668696832443,1.0147829496604206,2020-12-14,BA
1.023904847904659,0.012953615934603853,1.000229410577985,1.0040394015416103,1.046813741347119,1.0228021774782927,1.046813741347119,1.046813741347119,1.0512313878578978,2020-12-15,BA
1.0706444714801195,0.01174968695555831,1.047403410722512,1.0510810632541754,1.0899456419000746,1.070613927215772,1.0899456419000746,1.0899456419000746,1.0940701969202693,2020-12-16,BA
1.0658984053952092,0.00874814427982743,1.0494578945710895,1.0516283958080477,1.0805290116521864,1.0657050364153116,1.0805290116521864,1.0805290116521864,1.083522750451819,2020-12-17,BA
1.0191171450479146,0.009196357447934423,1.000395501320928,1.0033817803386098,1.0335506798555048,1.019507831878765,1.0335506798555048,1.0335506798555048,1.0360285586520026,2020-12-18,BA
1.0529915588778664,0.0093089756030013,1.0354756326814627,1.0379825343774072,1.0684130604930238,1.0529101546660837,1.0684130604930238,1.0684130604930238,1.071262599415763,2020-12-19,BA
1.0643864860650678,0.00882966584234779,1.0470635034394282,1.0499468237158627,1.0790276705455941,1.0643381554762419,1.0790276705455941,1.0790276705455941,1.0816561371480793,2020-12-20,BA
1.0132550944036556,0.009255341886563656,0.994933844383174,0.9978148980738601,1.0282416188697012,1.0133730052993812,1.0282416188697012,1.0282416188697012,1.0308296030383368,2020-12-21,BA
0.9451671690690966,0.008092149285368949,0.9296495711927613,0.9320508718251742,0.9584567401327525,0.9451569306760912,0.9584567401327525,0.9584567401327525,0.9608722322264223,2020-12-22,BA
0.8707677416181969,0.007891194109700371,0.856470642055189,0.8585282246399948,0.8843966899989283,0.8703557821414921,0.8843966899989283,0.8843966899989283,0.8872631181978973,2020-12-23,BA
0.783128220138524,0.012946000385014695,0.7624351359817839,0.7646550090800889,0.8073883121723632,0.7816350222859704,0.8073883121723632,0.8073883121723632,0.8126812422831832,2020-12-24,BA
